Wafer Step,Year,Synthetic_Water_per_Wafer,Synthetic_Water_per_Wafer_noisy,Investment_Level,Wafer_Size,Water_Efficiency_Level,Percent_Reclaimed_Water,Percent_Municipal_Water,Reclamation_Tech_Level,Wafer_Intention
Cleaning,49,0.000133736,0.000132699,296.0196257,450,High,67.0286992,32.9713008,4,Reduced
Cleaning,50,0.000137748,0.000143692,133.184505,450,Medium,72.40663301,27.59336699,2,Reduced
Photolithography,1,1.62E-05,1.64E-05,486.3130825,300,Medium,40.02251447,59.97748553,1,Current
Photolithography,2,1.67E-05,1.62E-05,398.8097705,300,Medium,40.05715298,59.94284702,2,Current
Photolithography,3,1.72E-05,1.65E-05,472.7745237,300,Low,32.20028562,67.79971438,4,Current
Photolithography,4,1.77E-05,1.75E-05,452.6723077,450,High,74.1841209,25.8158791,4,Current
Photolithography,5,1.82E-05,1.78E-05,319.0549905,300,Medium,69.82827166,30.17172834,5,Current
Photolithography,6,1.88E-05,1.90E-05,464.8434058,200,Medium,58.47785254,41.52214746,4,Current
Photolithography,7,1.93E-05,2.00E-05,89.82162592,450,Medium,80.65022694,19.34977306,3,Advanced
Photolithography,8,1.99E-05,1.93E-05,138.1922881,450,Low,78.34020918,21.65979082,1,Advanced
Photolithography,9,2.05E-05,2.13E-05,70.35228001,450,Low,65.12126186,34.87873814,5,Advanced
Photolithography,10,2.11E-05,2.13E-05,196.3986488,300,Medium,82.09627683,17.90372317,3,Advanced
Photolithography,11,2.17E-05,2.27E-05,224.9047804,300,Low,42.3504726,57.6495274,2,Advanced
Photolithography,12,2.24E-05,2.35E-05,172.1070643,300,Medium,36.71517716,63.28482284,1,Current
Photolithography,13,2.31E-05,2.28E-05,422.9318791,450,Low,46.18497669,53.81502331,4,Advanced
Photolithography,14,2.38E-05,2.29E-05,210.538997,450,Medium,33.42521137,66.57478863,1,Reduced
Photolithography,15,2.45E-05,2.56E-05,176.4205294,200,Low,61.87017168,38.12982832,2,Advanced
Photolithography,16,2.52E-05,2.61E-05,294.2132374,200,Medium,86.19634154,13.80365846,5,Advanced
Photolithography,17,2.60E-05,2.53E-05,113.4159012,300,Medium,32.36061244,67.63938756,5,Current
Photolithography,18,2.67E-05,2.61E-05,410.9886413,450,Low,37.32659484,62.67340516,5,Current
Photolithography,19,2.75E-05,2.83E-05,83.54778966,450,Medium,57.1319417,42.8680583,4,Advanced
Photolithography,20,2.84E-05,2.80E-05,494.0991215,200,Medium,86.03250105,13.96749895,3,Reduced
Photolithography,21,2.92E-05,2.92E-05,397.5101462,300,Medium,48.9693663,51.0306337,3,Reduced
Photolithography,22,3.01E-05,2.94E-05,139.4220567,300,High,60.43408852,39.56591148,1,Advanced
Photolithography,23,3.10E-05,2.97E-05,52.48495271,450,Medium,32.49437154,67.50562846,4,Advanced
Photolithography,24,3.19E-05,3.20E-05,416.9576428,450,Low,38.90059206,61.09940794,5,Reduced
Photolithography,25,3.29E-05,3.21E-05,368.0858047,450,Low,89.19780738,10.80219262,5,Current
Photolithography,26,3.39E-05,3.46E-05,378.0532256,300,Low,87.90712179,12.09287821,2,Current
Photolithography,27,3.49E-05,3.56E-05,397.071656,300,Medium,30.29639886,69.70360114,2,Reduced
Photolithography,28,3.59E-05,3.65E-05,83.32009328,300,Low,87.10870713,12.89129287,5,Advanced
Photolithography,29,3.70E-05,3.55E-05,211.3095778,200,Medium,68.34719627,31.65280373,5,Current
Photolithography,30,3.81E-05,3.86E-05,102.1410768,450,Medium,82.07509767,17.92490233,4,Advanced
Photolithography,31,3.93E-05,3.92E-05,438.3965416,450,Medium,57.28439134,42.71560866,3,Current
Photolithography,32,4.05E-05,3.98E-05,330.4841571,450,Medium,60.93576171,39.06423829,2,Current
Photolithography,33,4.17E-05,4.03E-05,198.9041112,450,Low,59.33079482,40.66920518,3,Current
Photolithography,34,4.29E-05,4.30E-05,78.60125763,300,Low,70.01185545,29.98814455,4,Advanced
Photolithography,35,4.42E-05,4.22E-05,189.9420448,300,Medium,38.37907529,61.62092471,5,Advanced
Photolithography,36,4.55E-05,4.62E-05,196.3324949,450,Medium,31.79841539,68.20158461,3,Current
Photolithography,37,4.69E-05,4.89E-05,378.3227803,450,Medium,48.4757965,51.5242035,5,Current
Photolithography,38,4.83E-05,4.66E-05,336.9008621,300,Medium,72.28084576,27.71915424,5,Current
Photolithography,39,4.98E-05,5.08E-05,449.2457342,300,Low,42.11120713,57.88879287,1,Advanced
Photolithography,40,5.12E-05,4.88E-05,262.4967163,200,High,70.405946,29.594054,3,Reduced
Photolithography,41,5.28E-05,5.52E-05,103.8174107,450,Medium,88.19472277,11.80527723,3,Advanced
Photolithography,42,5.44E-05,5.68E-05,370.9601543,300,Medium,35.63404295,64.36595705,5,Reduced
Photolithography,43,5.60E-05,5.82E-05,392.3532719,300,Low,70.35612709,29.64387291,4,Advanced
Photolithography,44,5.77E-05,5.91E-05,302.5747389,300,Medium,56.62501316,43.37498684,1,Current
Photolithography,45,5.94E-05,6.23E-05,396.935231,300,Medium,82.08853526,17.91146474,5,Advanced
Photolithography,46,6.12E-05,6.32E-05,272.2080184,300,Low,40.62898737,59.37101263,2,Reduced
Photolithography,47,6.30E-05,6.57E-05,285.2297732,200,High,71.55755713,28.44244287,2,Current
Photolithography,48,6.49E-05,6.69E-05,242.3934583,300,Low,80.28691738,19.71308262,1,Advanced
Photolithography,49,6.69E-05,6.66E-05,61.43860703,300,High,86.67685317,13.32314683,4,Advanced
Photolithography,50,6.89E-05,7.06E-05,98.55114215,300,Medium,70.9948817,29.0051183,5,Advanced
CMP,1,1.62E-05,1.62E-05,64.14313356,300,Low,59.83048584,40.16951416,3,Advanced
CMP,2,1.67E-05,1.70E-05,336.3846851,450,Medium,67.07083441,32.92916559,1,Reduced
CMP,3,1.72E-05,1.74E-05,191.4601915,300,High,82.13429907,17.86570093,4,Current
CMP,4,1.77E-05,1.72E-05,278.856811,300,Medium,64.2365848,35.7634152,3,Current
CMP,5,1.82E-05,1.75E-05,458.4049133,450,High,31.82322358,68.17677642,2,Current
CMP,6,1.88E-05,1.83E-05,162.1815031,300,Medium,85.85692173,14.14307827,2,Current
CMP,7,1.93E-05,1.94E-05,234.6723154,200,Medium,71.37160506,28.62839494,3,Advanced
CMP,8,1.99E-05,2.06E-05,389.9980123,200,High,70.59080315,29.40919685,1,Advanced
CMP,9,2.05E-05,1.97E-05,152.9591745,300,Low,42.94050914,57.05949086,2,Current
CMP,10,2.11E-05,2.02E-05,84.64095942,300,Medium,69.53312821,30.46687179,5,Reduced
CMP,11,2.17E-05,2.26E-05,180.3881538,300,Low,53.63186434,46.36813566,3,Advanced
CMP,12,2.24E-05,2.25E-05,122.5495793,300,High,69.07397862,30.92602138,3,Advanced
CMP,13,2.31E-05,2.31E-05,468.3639436,200,High,36.39558182,63.60441818,2,Current
CMP,14,2.38E-05,2.36E-05,413.6541708,200,Low,69.47071828,30.52928172,1,Reduced
CMP,15,2.45E-05,2.54E-05,335.0316904,300,Medium,89.96482355,10.03517645,5,Advanced
CMP,16,2.52E-05,2.56E-05,442.1572656,300,High,32.89272233,67.10727767,1,Current
CMP,17,2.60E-05,2.68E-05,411.6524346,300,Low,88.63045105,11.36954895,4,Reduced
CMP,18,2.67E-05,2.60E-05,133.9565265,300,Medium,54.41447764,45.58552236,4,Advanced
CMP,19,2.75E-05,2.64E-05,451.6515493,450,High,82.24520702,17.75479298,2,Advanced
CMP,20,2.84E-05,2.80E-05,292.7040089,300,Low,76.94312904,23.05687096,2,Current
CMP,21,2.92E-05,2.78E-05,413.3480698,300,Medium,64.02097566,35.97902434,2,Reduced
CMP,22,3.01E-05,3.11E-05,453.241085,300,Low,74.30695256,25.69304744,4,Advanced
CMP,23,3.10E-05,3.20E-05,193.1015637,300,High,82.71093368,17.28906632,1,Current
CMP,24,3.19E-05,3.23E-05,99.52336604,300,High,54.2484193,45.7515807,1,Current
CMP,25,3.29E-05,3.36E-05,152.5708231,450,High,49.62198969,50.37801031,2,Current
CMP,26,3.39E-05,3.40E-05,242.1985049,450,Medium,70.05560313,29.94439687,5,Current
CMP,27,3.49E-05,3.54E-05,418.1066447,200,High,78.47075652,21.52924348,1,Current
CMP,28,3.59E-05,3.76E-05,437.3287625,450,High,75.73710809,24.26289191,4,Current
CMP,29,3.70E-05,3.53E-05,53.12845874,300,Medium,77.86881893,22.13118107,3,Current
CMP,30,3.81E-05,3.93E-05,279.8362862,300,High,56.13499889,43.86500111,3,Current
CMP,31,3.93E-05,4.02E-05,237.8349514,300,Low,79.07005297,20.92994703,3,Current
CMP,32,4.05E-05,3.88E-05,149.9485147,450,Medium,37.21254332,62.78745668,5,Reduced
CMP,33,4.17E-05,3.98E-05,103.9394153,300,Low,62.66934588,37.33065412,2,Advanced
CMP,34,4.29E-05,4.18E-05,201.9268271,300,Low,30.34551963,69.65448037,4,Reduced
CMP,35,4.42E-05,4.40E-05,474.3093668,300,Low,49.47514979,50.52485021,5,Reduced
CMP,36,4.55E-05,4.75E-05,195.4413194,300,Medium,51.98769209,48.01230791,4,Advanced
CMP,37,4.69E-05,4.58E-05,283.4557798,200,Medium,53.7703615,46.2296385,4,Current
CMP,38,4.83E-05,4.94E-05,366.3585315,200,Medium,71.7280324,28.2719676,2,Current
CMP,39,4.98E-05,4.87E-05,213.6333211,200,Low,53.31348608,46.68651392,3,Advanced
CMP,40,5.12E-05,4.88E-05,487.3019372,200,Medium,56.92161736,43.07838264,2,Advanced
CMP,41,5.28E-05,5.47E-05,483.1012827,200,Medium,44.25264785,55.74735215,5,Advanced
CMP,42,5.44E-05,5.58E-05,163.3020331,300,Medium,52.3951075,47.6048925,5,Advanced
CMP,43,5.60E-05,5.46E-05,273.7618277,200,Medium,43.63617764,56.36382236,5,Reduced
CMP,44,5.77E-05,5.87E-05,185.3952394,300,Medium,34.39175543,65.60824457,2,Advanced
CMP,45,5.94E-05,5.69E-05,178.1782225,450,High,66.2069156,33.7930844,4,Reduced
CMP,46,6.12E-05,5.93E-05,66.59912631,300,Medium,70.09276791,29.90723209,4,Current
CMP,47,6.30E-05,6.23E-05,324.3039503,300,Low,67.16942076,32.83057924,1,Reduced
CMP,48,6.49E-05,6.50E-05,276.2055605,200,Low,57.80964263,42.19035737,5,Current
CMP,49,6.69E-05,6.65E-05,73.16543806,200,High,52.78714681,47.21285319,4,Advanced
CMP,50,6.89E-05,6.91E-05,175.3909089,200,Low,81.80001897,18.19998103,1,Current
Etching,1,1.08E-05,1.03E-05,458.7196487,200,High,61.14490711,38.85509289,4,Advanced
Etching,2,1.11E-05,1.10E-05,157.8028508,300,Medium,58.75091266,41.24908734,5,Current
Etching,3,1.14E-05,1.12E-05,115.2026924,200,High,31.53852395,68.46147605,3,Reduced
Etching,4,1.18E-05,1.18E-05,270.2537421,200,Medium,50.47486966,49.52513034,5,Advanced
Etching,5,1.21E-05,1.26E-05,493.5427043,200,High,52.81173713,47.18826287,2,Advanced
Etching,6,1.25E-05,1.22E-05,158.9248722,300,Medium,53.92936685,46.07063315,4,Current
Etching,7,1.29E-05,1.34E-05,352.4609963,300,Medium,64.81034215,35.18965785,4,Reduced
Etching,8,1.33E-05,1.32E-05,392.7288269,300,Medium,62.0161528,37.9838472,2,Current
Etching,9,1.37E-05,1.43E-05,156.9368948,300,Medium,66.47430557,33.52569443,2,Advanced
Etching,10,1.41E-05,1.46E-05,377.6973569,300,Medium,75.89299569,24.10700431,3,Current
Etching,11,1.45E-05,1.44E-05,215.5024097,200,High,78.77914432,21.22085568,4,Advanced
Etching,12,1.49E-05,1.53E-05,334.5376238,300,High,73.08738457,26.91261543,4,Current
Etching,13,1.54E-05,1.60E-05,335.0883698,300,Medium,87.33142176,12.66857824,3,Reduced
Etching,14,1.58E-05,1.57E-05,291.0986078,200,Medium,31.09395496,68.90604504,1,Current
Etching,15,1.63E-05,1.59E-05,90.63039652,450,Medium,41.74667914,58.25332086,3,Reduced
Etching,16,1.68E-05,1.67E-05,425.886123,450,Medium,30.4537725,69.5462275,5,Advanced
Etching,17,1.73E-05,1.68E-05,194.3510292,200,Low,68.84848285,31.15151715,4,Current
Etching,18,1.78E-05,1.84E-05,133.9333297,300,Low,83.88183294,16.11816706,2,Reduced
Etching,19,1.84E-05,1.91E-05,68.3488137,450,Medium,44.60893779,55.39106221,5,Advanced
Etching,20,1.89E-05,1.85E-05,315.9018244,300,Low,85.62207269,14.37792731,4,Reduced
Etching,21,1.95E-05,1.89E-05,354.9039628,200,Low,33.61604342,66.38395658,3,Advanced
Etching,22,2.01E-05,1.99E-05,57.46452302,300,Low,86.06616161,13.93383839,5,Current
Etching,23,2.07E-05,2.02E-05,280.4418762,300,Low,51.09736123,48.90263877,4,Reduced
Etching,24,2.13E-05,2.14E-05,151.9230988,300,Low,36.08524971,63.91475029,1,Current
Etching,25,2.19E-05,2.11E-05,340.3277557,300,High,59.15230555,40.84769445,1,Advanced
Etching,26,2.26E-05,2.17E-05,128.4648931,300,Medium,45.40659406,54.59340594,2,Current
Etching,27,2.33E-05,2.44E-05,360.9219821,300,Medium,47.09237412,52.90762588,4,Current
Etching,28,2.40E-05,2.29E-05,224.0309058,300,Medium,48.4373979,51.5626021,1,Reduced
Etching,29,2.47E-05,2.50E-05,471.5284949,200,Low,78.18155387,21.81844613,3,Current
Etching,30,2.54E-05,2.48E-05,111.8844249,300,High,62.3496766,37.6503234,4,Advanced
Etching,31,2.62E-05,2.51E-05,203.479858,300,Medium,48.67846195,51.32153805,3,Current
Etching,32,2.70E-05,2.59E-05,101.0630846,450,Low,66.620027,33.379973,3,Current
Etching,33,2.78E-05,2.72E-05,466.1121282,300,Medium,72.96904045,27.03095955,1,Current
Etching,34,2.86E-05,2.94E-05,444.802709,300,High,46.35744004,53.64255996,4,Current
Etching,35,2.95E-05,3.01E-05,166.0737325,200,High,54.81294609,45.18705391,5,Reduced
Etching,36,3.04E-05,3.02E-05,346.9928207,300,Medium,37.3131656,62.6868344,1,Current
Etching,37,3.13E-05,3.16E-05,417.7499901,300,Medium,40.86896097,59.13103903,1,Current
Etching,38,3.22E-05,3.37E-05,299.8403652,300,Low,70.86707124,29.13292876,4,Advanced
Etching,39,3.32E-05,3.22E-05,288.3427603,300,High,40.88630086,59.11369914,4,Advanced
Etching,40,3.42E-05,3.39E-05,158.8335309,300,Low,61.50980302,38.49019698,3,Advanced
Etching,41,3.52E-05,3.46E-05,91.89624551,200,High,72.5427757,27.4572243,4,Advanced
Etching,42,3.62E-05,3.54E-05,453.7470911,300,Medium,36.41261539,63.58738461,3,Current
Etching,43,3.73E-05,3.55E-05,455.1881257,300,Medium,64.03873318,35.96126682,1,Current
Etching,44,3.85E-05,3.98E-05,334.8956558,300,Medium,45.39376702,54.60623298,2,Current
Etching,45,3.96E-05,3.99E-05,202.563406,200,Low,87.77561251,12.22438749,5,Reduced
Etching,46,4.08E-05,4.10E-05,207.1443086,450,Low,59.0127388,40.9872612,1,Reduced
Etching,47,4.20E-05,4.30E-05,376.6800555,300,Low,78.35955299,21.64044701,4,Reduced
Etching,48,4.33E-05,4.38E-05,453.699617,300,Low,63.01359253,36.98640747,5,Current
Etching,49,4.46E-05,4.24E-05,449.1888909,300,Medium,32.60475197,67.39524803,2,Current
Etching,50,4.59E-05,4.69E-05,400.9439956,300,Medium,67.98908254,32.01091746,2,Current
Deposition,1,1.08E-05,1.08E-05,338.9142408,200,Low,87.08420053,12.91579947,3,Advanced
Deposition,2,1.11E-05,1.11E-05,87.86298425,300,High,66.09670921,33.90329079,5,Advanced
Deposition,3,1.14E-05,1.17E-05,122.7329213,300,High,79.15133157,20.84866843,3,Reduced
Deposition,4,1.18E-05,1.21E-05,454.3493848,300,High,83.0523878,16.9476122,1,Reduced
Deposition,5,1.21E-05,1.22E-05,322.8930768,300,High,43.68478632,56.31521368,5,Advanced
Deposition,6,1.25E-05,1.27E-05,54.13867323,200,Low,42.72269039,57.27730961,1,Current
Deposition,7,1.29E-05,1.30E-05,95.66219429,300,Medium,66.65885933,33.34114067,3,Reduced
Deposition,8,1.33E-05,1.33E-05,348.5757961,300,Medium,54.66170819,45.33829181,5,Advanced
Deposition,9,1.37E-05,1.31E-05,52.27771273,300,Medium,80.39167817,19.60832183,3,Advanced
Deposition,10,1.41E-05,1.35E-05,122.3636231,300,Low,84.0013874,15.9986126,5,Reduced
Deposition,11,1.45E-05,1.42E-05,296.9302052,300,High,51.20528276,48.79471724,3,Current
Deposition,12,1.49E-05,1.55E-05,361.352839,450,Low,44.21223354,55.78776646,2,Advanced
Deposition,13,1.54E-05,1.50E-05,343.3825668,300,Low,76.83153091,23.16846909,3,Current
Deposition,14,1.58E-05,1.54E-05,150.9211893,300,Medium,46.48836213,53.51163787,2,Reduced
Deposition,15,1.63E-05,1.62E-05,370.4806496,200,Medium,79.35685911,20.64314089,3,Current
Deposition,16,1.68E-05,1.65E-05,156.7620894,200,Medium,55.42429522,44.57570478,5,Advanced
Deposition,17,1.73E-05,1.67E-05,196.4298642,300,Low,70.05299396,29.94700604,5,Advanced
Deposition,18,1.78E-05,1.70E-05,385.9211323,200,High,35.73211883,64.26788117,5,Current
Deposition,19,1.84E-05,1.78E-05,342.3348046,200,Low,67.43155948,32.56844052,4,Current
Deposition,20,1.89E-05,1.91E-05,432.1505347,300,Low,57.10606072,42.89393928,1,Current
Deposition,21,1.95E-05,1.94E-05,345.9258015,200,High,65.19650779,34.80349221,5,Advanced
Deposition,22,2.01E-05,1.97E-05,305.7388715,450,High,40.08085246,59.91914754,2,Reduced
Deposition,23,2.07E-05,2.14E-05,92.15364552,200,High,74.2124247,25.7875753,5,Advanced
Deposition,24,2.13E-05,2.15E-05,215.4721114,300,High,81.76782465,18.23217535,4,Advanced
Deposition,25,2.19E-05,2.30E-05,169.3410655,300,Medium,43.00438801,56.99561199,2,Advanced
Deposition,26,2.26E-05,2.35E-05,159.7953395,450,Medium,35.74287333,64.25712667,4,Advanced
Deposition,27,2.33E-05,2.39E-05,487.8547496,200,Low,31.41831516,68.58168484,2,Current
Deposition,28,2.40E-05,2.50E-05,226.8939761,300,Medium,68.51829003,31.48170997,3,Current
Deposition,29,2.47E-05,2.47E-05,451.4209498,450,Medium,66.42564217,33.57435783,1,Advanced
Deposition,30,2.54E-05,2.58E-05,334.0123817,450,Low,62.80184476,37.19815524,1,Current
Deposition,31,2.62E-05,2.67E-05,407.6650866,450,Medium,43.91682577,56.08317423,4,Advanced
Deposition,32,2.70E-05,2.70E-05,276.1866919,300,Medium,53.45435975,46.54564025,1,Current
Deposition,33,2.78E-05,2.81E-05,309.6067481,200,Low,65.66858011,34.33141989,4,Reduced
Deposition,34,2.86E-05,2.90E-05,271.6329622,300,Low,59.80601153,40.19398847,4,Advanced
Deposition,35,2.95E-05,3.02E-05,137.8593445,450,Medium,89.26713121,10.73286879,4,Current
Deposition,36,3.04E-05,3.01E-05,375.1034519,300,Low,38.18638515,61.81361485,1,Advanced
Deposition,37,3.13E-05,3.06E-05,176.3475631,300,High,71.70867324,28.29132676,4,Advanced
Deposition,38,3.22E-05,3.27E-05,60.94218489,300,Medium,54.25912609,45.74087391,1,Advanced
Deposition,39,3.32E-05,3.31E-05,340.4625332,300,Medium,55.6919769,44.3080231,4,Current
Deposition,40,3.42E-05,3.51E-05,129.6998057,200,Medium,73.05586594,26.94413406,5,Current
Deposition,41,3.52E-05,3.42E-05,473.206363,300,High,71.54616908,28.45383092,4,Advanced
Deposition,42,3.62E-05,3.51E-05,479.2678597,300,Medium,89.47535962,10.52464038,2,Reduced
Deposition,43,3.73E-05,3.76E-05,461.6889756,300,Medium,37.70365737,62.29634263,4,Current
Deposition,44,3.85E-05,4.03E-05,216.5714151,300,Medium,36.24657896,63.75342104,3,Reduced
Deposition,45,3.96E-05,3.98E-05,56.95547744,200,Low,73.46032903,26.53967097,4,Current
Deposition,46,4.08E-05,3.93E-05,467.7433532,300,High,64.70321502,35.29678498,2,Current
Deposition,47,4.20E-05,4.25E-05,242.6828667,300,Medium,46.44963999,53.55036001,2,Advanced
Deposition,48,4.33E-05,4.27E-05,484.9946686,300,Medium,34.76516214,65.23483786,1,Advanced
Deposition,49,4.46E-05,4.63E-05,483.6289897,200,High,35.13949498,64.86050502,5,Reduced
Deposition,50,4.59E-05,4.64E-05,433.854255,300,High,83.65145248,16.34854752,4,Advanced
Oxidation,1,5.39E-06,5.39E-06,182.5020014,300,Medium,41.51203948,58.48796052,1,Reduced
Oxidation,2,5.56E-06,5.77E-06,223.2939779,200,High,49.40229373,50.59770627,5,Current
Oxidation,3,5.72E-06,5.44E-06,433.0115022,300,Medium,43.59938413,56.40061587,4,Advanced
Oxidation,4,5.89E-06,5.81E-06,192.6149023,200,Medium,51.29977835,48.70022165,3,Advanced
Oxidation,5,6.07E-06,5.78E-06,126.271736,200,Medium,34.16543056,65.83456944,4,Advanced
Oxidation,6,6.25E-06,5.95E-06,300.5605681,450,Medium,61.14358745,38.85641255,2,Reduced
Oxidation,7,6.44E-06,6.56E-06,471.2696484,300,Low,34.05675382,65.94324618,2,Current
Oxidation,8,6.63E-06,6.62E-06,363.2134085,450,High,78.02139047,21.97860953,3,Advanced
Oxidation,9,6.83E-06,6.99E-06,306.5275265,300,High,44.02272491,55.97727509,1,Advanced
Oxidation,10,7.04E-06,7.20E-06,93.7294222,300,Low,62.40071488,37.59928512,5,Advanced
Oxidation,11,7.25E-06,7.23E-06,326.753252,300,High,82.80474525,17.19525475,4,Current
Oxidation,12,7.47E-06,7.21E-06,495.5242325,300,Low,69.05264214,30.94735786,2,Advanced
Oxidation,13,7.69E-06,7.66E-06,113.0378069,300,Medium,61.97746719,38.02253281,1,Reduced
Oxidation,14,7.92E-06,8.25E-06,283.2483436,300,Medium,49.46002519,50.53997481,3,Advanced
Oxidation,15,8.16E-06,8.03E-06,444.8178824,300,Low,49.98011478,50.01988522,2,Advanced
Oxidation,16,8.40E-06,8.05E-06,383.345878,450,High,70.16921731,29.83078269,3,Current
Oxidation,17,8.66E-06,8.93E-06,363.6570834,450,High,89.64836167,10.35163833,4,Current
Oxidation,18,8.92E-06,9.03E-06,366.1178378,450,Medium,69.71035139,30.28964861,5,Reduced
Oxidation,19,9.18E-06,9.15E-06,211.771018,200,Low,63.46700504,36.53299496,2,Current
Oxidation,20,9.46E-06,9.85E-06,182.1163299,300,Low,73.83903061,26.16096939,2,Advanced
Oxidation,21,9.74E-06,1.02E-05,414.21252,450,Medium,57.91233674,42.08766326,4,Current
Oxidation,22,1.00E-05,1.04E-05,414.5510276,200,High,33.60854056,66.39145944,1,Advanced
Oxidation,23,1.03E-05,1.03E-05,440.1825434,200,Medium,63.73780895,36.26219105,5,Advanced
