Wafer Step,Year,Synthetic_Water_per_Wafer,Synthetic_Water_per_Wafer_noisy,Investment_Level,Wafer_Size,Water_Efficiency_Level,Percent_Reclaimed_Water,Percent_Municipal_Water,Reclamation_Tech_Level,Wafer_Intention
Photolithography,35,4.420763912571486e-05,4.219161715449958e-05,189.94204477204798,300,Medium,38.379075285378775,61.620924714621225,5,Advanced
Photolithography,36,4.553386829948631e-05,4.620909392872645e-05,196.33249491203617,450,Medium,31.798415392360678,68.20158460763932,3,Current
Photolithography,37,4.68998843484709e-05,4.891426868905754e-05,378.32278025212884,450,Medium,48.47579649547146,51.52420350452854,5,Current
Photolithography,38,4.830688087892503e-05,4.656296000639377e-05,336.9008621098459,300,Medium,72.2808457641988,27.7191542358012,5,Current
Photolithography,39,4.975608730529279e-05,5.076475863983982e-05,449.24573415934697,300,Low,42.1112071273769,57.8887928726231,1,Advanced
Photolithography,40,5.124876992445157e-05,4.883560336754514e-05,262.4967163228772,200,High,70.40594599949503,29.59405400050497,3,Reduced
Photolithography,41,5.278623302218512e-05,5.522799963274253e-05,103.81741067223577,450,Medium,88.19472276643623,11.805277233563771,3,Advanced
Photolithography,42,5.436982001285067e-05,5.676331314224729e-05,370.9601542503477,300,Medium,35.6340429473651,64.3659570526349,5,Reduced
Photolithography,43,5.600091461323619e-05,5.819956729034858e-05,392.35327187760385,300,Low,70.35612709350758,29.64387290649242,4,Advanced
Photolithography,44,5.768094205163328e-05,5.913634395942926e-05,302.5747389062733,300,Medium,56.62501315827427,43.37498684172573,1,Current
Photolithography,45,5.941137031318228e-05,6.226551908757837e-05,396.93523097955244,300,Medium,82.08853526265032,17.911464737349675,5,Advanced
Photolithography,46,6.119371142257774e-05,6.319021401916222e-05,272.20801836397584,300,Low,40.628987366843155,59.371012633156845,2,Reduced
Photolithography,47,6.302952276525508e-05,6.570786869849252e-05,285.2297732218973,200,High,71.55755713356987,28.442442866430127,2,Current
Photolithography,48,6.492040844821273e-05,6.690263641366597e-05,242.39345826134732,300,Low,80.28691737888661,19.713082621113386,1,Advanced
Photolithography,49,6.686802070165912e-05,6.659880264721973e-05,61.43860703484283,300,High,86.6768531684414,13.323146831558603,4,Advanced
Photolithography,50,6.887406132270889e-05,7.058000658049943e-05,98.551142146987,300,Medium,70.99488169737876,29.00511830262124,5,Advanced
CMP,1,1.618198083163104e-05,1.61614728750085e-05,64.14313355903042,300,Low,59.83048584050564,40.16951415949436,3,Advanced
CMP,2,1.666744025657997e-05,1.703153941062774e-05,336.3846850687012,450,Medium,67.07083441207283,32.92916558792717,1,Reduced
CMP,3,1.716746346427737e-05,1.737940201377765e-05,191.460191484347,300,High,82.1342990687231,17.865700931276905,4,Current
CMP,4,1.768248736820569e-05,1.721385790080567e-05,278.85681102411627,300,Medium,64.23658479832977,35.76341520167023,3,Current
CMP,5,1.821296198925186e-05,1.754726445015806e-05,458.40491326674186,450,High,31.82322358181021,68.17677641818979,2,Current
CMP,6,1.875935084892942e-05,1.831129750083871e-05,162.18150311699372,300,Medium,85.85692173041866,14.143078269581338,2,Current
CMP,7,1.93221313743973e-05,1.935480264620681e-05,234.6723153660334,200,Medium,71.37160506189366,28.62839493810634,3,Advanced
CMP,8,1.990179531562922e-05,2.059749125365506e-05,389.9980123443719,200,High,70.59080314663478,29.409196853365216,1,Advanced
CMP,9,2.04988491750981e-05,1.971279471903877e-05,152.9591744712301,300,Low,42.94050914386303,57.05949085613697,2,Current
CMP,10,2.111381465035104e-05,2.023246553276147e-05,84.64095942295685,300,Medium,69.53312821395943,30.46687178604057,5,Reduced
CMP,11,2.174722908986157e-05,2.260887267837721e-05,180.38815381119562,300,Low,53.63186433924951,46.36813566075049,3,Advanced
CMP,12,2.239964596255742e-05,2.248005232603531e-05,122.54957926430198,300,High,69.07397862248953,30.926021377510466,3,Advanced
CMP,13,2.307163534143415e-05,2.309638239268282e-05,468.36394355415786,200,High,36.39558181847944,63.60441818152056,2,Current
CMP,14,2.376378440167717e-05,2.359802366622448e-05,413.65417080398765,200,Low,69.47071827618217,30.52928172381783,1,Reduced
CMP,15,2.447669793372749e-05,2.543944536548496e-05,335.03169042969057,300,Medium,89.96482354623998,10.035176453760016,5,Advanced
CMP,16,2.521099887173931e-05,2.562431008148879e-05,442.15726558447295,300,High,32.892722331633365,67.10727766836663,1,Current
CMP,17,2.596732883789149e-05,2.678548185186376e-05,411.6524346046015,300,Low,88.63045105327905,11.369548946720954,4,Reduced
CMP,18,2.674634870302824e-05,2.596735406866711e-05,133.95652649871613,300,Medium,54.41447764337224,45.58552235662776,4,Advanced
CMP,19,2.754873916411909e-05,2.636981472092461e-05,451.65154932049,450,High,82.24520702023554,17.75479297976446,2,Advanced
CMP,20,2.837520133904266e-05,2.797459458050988e-05,292.7040088620428,300,Low,76.94312904349641,23.056870956503587,2,Current
CMP,21,2.922645737921394e-05,2.780346933543138e-05,413.34806982382815,300,Medium,64.02097565920008,35.979024340799924,2,Reduced
CMP,22,3.010325110059036e-05,3.108650315644996e-05,453.24108496557193,300,Low,74.30695255507959,25.69304744492041,4,Advanced
CMP,23,3.100634863360807e-05,3.198159677262755e-05,193.10156373733875,300,High,82.71093367808086,17.289066321919137,1,Current
CMP,24,3.193653909261631e-05,3.231623453228826e-05,99.52336603745454,300,High,54.24841929906198,45.75158070093802,1,Current
CMP,25,3.289463526539481e-05,3.360981453764034e-05,152.57082314387375,450,High,49.62198969379432,50.37801030620568,2,Current
CMP,26,3.388147432335665e-05,3.399305725636126e-05,242.19850488181535,450,Medium,70.05560313381508,29.944396866184917,5,Current
CMP,27,3.489791855305735e-05,3.544931136723209e-05,418.1066446651219,200,High,78.47075651647552,21.529243483524482,1,Current
CMP,28,3.594485610964907e-05,3.756262740372275e-05,437.32876246535454,450,High,75.73710808659695,24.262891913403053,4,Current
CMP,29,3.702320179293854e-05,3.532426629669841e-05,53.128458739035814,300,Medium,77.86881893151806,22.131181068481936,3,Current
CMP,30,3.81338978467267e-05,3.927023133074373e-05,279.8362861599046,300,High,56.13499888877598,43.86500111122402,3,Current
CMP,31,3.92779147821285e-05,4.023158568678087e-05,237.83495141695056,300,Low,79.0700529705013,20.929947029498706,3,Current
CMP,32,4.045625222559235e-05,3.88454759936423e-05,149.9485147118286,450,Medium,37.212543322236506,62.787456677763494,5,Reduced
CMP,33,4.166993979236013e-05,3.98184430839233e-05,103.93941530015726,300,Low,62.669345877650976,37.330654122349024,2,Advanced
CMP,34,4.292003798613093e-05,4.177854448008649e-05,201.9268271316326,300,Low,30.345519629887296,69.65448037011271,4,Reduced
CMP,35,4.420763912571486e-05,4.398654806830823e-05,474.3093667606336,300,Low,49.47514979401622,50.52485020598378,5,Reduced
CMP,36,4.553386829948631e-05,4.745286741850292e-05,195.44131940933985,300,Medium,51.98769209228387,48.01230790771613,4,Advanced
CMP,37,4.68998843484709e-05,4.584899372066083e-05,283.45577978451473,200,Medium,53.770361496555324,46.229638503444676,4,Current
CMP,38,4.830688087892503e-05,4.937915812684886e-05,366.35853150283003,200,Medium,71.72803240139173,28.27196759860827,2,Current
CMP,39,4.975608730529279e-05,4.866449051315229e-05,213.63332107068229,200,Low,53.31348607622074,46.68651392377926,3,Advanced
CMP,40,5.124876992445157e-05,4.884642322815552e-05,487.3019372244323,200,Medium,56.921617357351835,43.078382642648165,2,Advanced
CMP,41,5.278623302218512e-05,5.472162059212765e-05,483.1012827239501,200,Medium,44.252647852459646,55.747352147540354,5,Advanced
CMP,42,5.436982001285067e-05,5.584574050552254e-05,163.30203312141387,300,Medium,52.39510749776041,47.60489250223959,5,Advanced
CMP,43,5.600091461323619e-05,5.461627858909084e-05,273.7618276515734,200,Medium,43.63617763578909,56.36382236421091,5,Reduced
CMP,44,5.768094205163328e-05,5.866641359688999e-05,185.39523941754635,300,Medium,34.39175542610662,65.60824457389339,2,Advanced
CMP,45,5.941137031318228e-05,5.692299120112622e-05,178.17822246986043,450,High,66.20691560288267,33.793084397117326,4,Reduced
CMP,46,6.119371142257774e-05,5.932799838438432e-05,66.59912630953976,300,Medium,70.09276791330097,29.907232086699025,4,Current
CMP,47,6.302952276525508e-05,6.227255483606398e-05,324.3039502909536,300,Low,67.16942076057687,32.83057923942313,1,Reduced
CMP,48,6.492040844821273e-05,6.499868252852627e-05,276.2055604529877,200,Low,57.80964262803434,42.19035737196566,5,Current
CMP,49,6.686802070165912e-05,6.651676995910511e-05,73.16543806249521,200,High,52.78714681075379,47.21285318924621,4,Advanced
CMP,50,6.887406132270889e-05,6.905154794419535e-05,175.39090890647515,200,Low,81.80001897430952,18.199981025690477,1,Current
Etching,1,1.078798722108736e-05,1.033032124916955e-05,458.7196486849942,200,High,61.144907108173086,38.855092891826914,4,Advanced
Etching,2,1.111162683771998e-05,1.104916924350932e-05,157.8028508001376,300,Medium,58.75091265778386,41.24908734221614,5,Current
Etching,3,1.144497564285158e-05,1.11613376045161e-05,115.20269244105039,200,High,31.538523948386143,68.46147605161386,3,Reduced
Etching,4,1.178832491213713e-05,1.18150956937478e-05,270.2537421249034,200,Medium,50.474869657569386,49.525130342430614,5,Advanced
Etching,5,1.214197465950124e-05,1.258306771816826e-05,493.5427043497703,200,High,52.811737127151424,47.188262872848576,2,Advanced
Etching,6,1.250623389928628e-05,1.219174464281073e-05,158.92487218017519,300,Medium,53.92936685381403,46.07063314618597,4,Current
Etching,7,1.288142091626487e-05,1.343363869496705e-05,352.4609963326453,300,Medium,64.81034215363994,35.18965784636006,4,Reduced
Etching,8,1.326786354375282e-05,1.315205994581181e-05,392.7288268979229,300,Medium,62.016152803612705,37.983847196387295,2,Current
Etching,9,1.36658994500654e-05,1.432023399749724e-05,156.93689479657985,300,Medium,66.47430556760668,33.52569443239332,2,Advanced
Etching,10,1.407587643356736e-05,1.460841540288687e-05,377.6973568753368,300,Medium,75.8929956925277,24.107004307472295,3,Current
Etching,11,1.449815272657439e-05,1.440908408084931e-05,215.50240972366396,200,High,78.7791443229656,21.220855677034393,4,Advanced
Etching,12,1.493309730837162e-05,1.530668628007978e-05,334.53762376711074,300,High,73.08738457358967,26.912615426410326,4,Current
Etching,13,1.538109022762276e-05,1.597847617571037e-05,335.08836984240264,300,Medium,87.33142175729608,12.668578242703916,3,Reduced
Etching,14,1.584252293445145e-05,1.572256359705018e-05,291.0986078336413,200,Medium,31.093954960581698,68.9060450394183,1,Current
Etching,15,1.631779862248499e-05,1.589956748243472e-05,90.63039652448373,450,Medium,41.74667914101276,58.25332085898724,3,Reduced
Etching,16,1.680733258115954e-05,1.667102575783058e-05,425.88612301515707,450,Medium,30.453772498688526,69.54622750131148,5,Advanced
Etching,17,1.731155255859433e-05,1.681134659146277e-05,194.35102923728113,200,Low,68.84848284927618,31.15151715072382,4,Current
Etching,18,1.783089913535216e-05,1.839473992826853e-05,133.9333296799344,300,Low,83.88183293699922,16.118167063000783,2,Reduced
Etching,19,1.836582610941273e-05,1.905293378339156e-05,68.34881369964376,450,Medium,44.608937794577955,55.391062205422045,5,Advanced
Etching,20,1.891680089269511e-05,1.845577742897529e-05,315.90182443470883,300,Low,85.6220726877784,14.377927312221601,4,Reduced
Etching,21,1.948430491947596e-05,1.89064112645079e-05,354.9039628290271,200,Low,33.61604341737365,66.38395658262635,3,Advanced
Etching,22,2.006883406706024e-05,1.99248437641933e-05,57.46452301753527,300,Low,86.06616160833086,13.933838391669141,5,Current
Etching,23,2.067089908907205e-05,2.020949424560332e-05,280.44187623467644,300,Low,51.09736123437806,48.90263876562194,4,Reduced
Etching,24,2.129102606174421e-05,2.138586274343351e-05,151.92309883907208,300,Low,36.08524970695299,63.91475029304701,1,Current
Etching,25,2.192975684359654e-05,2.112727123250079e-05,340.32775568425245,300,High,59.15230555117954,40.84769444882046,1,Advanced
Etching,26,2.258764954890444e-05,2.174760362615345e-05,128.46489305224617,300,Medium,45.40659406323048,54.59340593676952,2,Current
Etching,27,2.326527903537157e-05,2.437733125574123e-05,360.92198214610966,300,Medium,47.092374117715366,52.907625882284634,4,Current
Etching,28,2.396323740643272e-05,2.286879293177555e-05,224.03090583524184,300,Medium,48.43739789557719,51.56260210442281,1,Reduced
Etching,29,2.46821345286257e-05,2.498477677879735e-05,471.52849493153053,200,Low,78.1815538699598,21.8184461300402,3,Current
Etching,30,2.542259856448447e-05,2.475302992126376e-05,111.88442486569696,300,High,62.34967660051527,37.65032339948473,4,Advanced
Etching,31,2.6185276521419e-05,2.511556295163887e-05,203.47985797261632,300,Medium,48.67846194936022,51.32153805063978,3,Current
Etching,32,2.697083481706157e-05,2.590796894969352e-05,101.06308455826507,450,Low,66.6200269986551,33.379973001344894,3,Current
Etching,33,2.777995986157343e-05,2.723846221818514e-05,466.1121282253533,300,Medium,72.96904045339161,27.030959546608386,1,Current
Etching,34,2.861335865742063e-05,2.939598028618614e-05,444.80270902144144,300,High,46.35744004401202,53.64255995598798,4,Current
Etching,35,2.947175941714324e-05,3.005912288888527e-05,166.07373247182002,200,High,54.81294609152109,45.18705390847891,5,Reduced
Etching,36,3.035591219965755e-05,3.019775519711094e-05,346.99282071538056,300,Medium,37.313165600216855,62.686834399783145,1,Current
Etching,37,3.126658956564727e-05,3.163463901513995e-05,417.7499900905471,300,Medium,40.86896097208082,59.13103902791918,1,Current
Etching,38,3.220458725261669e-05,3.368336623069484e-05,299.84036521975804,300,Low,70.86707123789897,29.13292876210103,4,Advanced
Etching,39,3.31707248701952e-05,3.222364832644646e-05,288.3427602602029,300,High,40.88630086173762,59.11369913826238,4,Advanced
Etching,40,3.416584661630105e-05,3.391631314242803e-05,158.83353090520325,300,Low,61.50980302002361,38.49019697997639,3,Advanced
Etching,41,3.519082201479009e-05,3.462834208676134e-05,91.89624551265464,200,High,72.54277570334597,27.457224296654033,4,Advanced
Etching,42,3.624654667523379e-05,3.537320065935119e-05,453.747091078997,300,Medium,36.41261538568463,63.58738461431537,3,Current
Etching,43,3.73339430754908e-05,3.549322505165627e-05,455.18812572349873,300,Medium,64.03873317773422,35.961266822265785,1,Current
Etching,44,3.845396136775552e-05,3.976292669387468e-05,334.8956557729706,300,Medium,45.393767022081825,54.606232977918175,2,Current
Etching,45,3.96075802087882e-05,3.993072856768867e-05,202.5634059719153,200,Low,87.77561251425479,12.224387485745211,5,Reduced
Etching,46,4.079580761505184e-05,4.099748408596706e-05,207.1443085756974,450,Low,59.01273880319548,40.98726119680452,1,Reduced
Etching,47,4.20196818435034e-05,4.295181493847922e-05,376.68005549160773,300,Low,78.35955298650948,21.640447013490515,4,Reduced
Etching,48,4.328027229880849e-05,4.37813493986684e-05,453.6996169786597,300,Low,63.01359252937571,36.98640747062429,5,Current
Etching,49,4.457868046777275e-05,4.235047789572847e-05,449.18889091930276,300,Medium,32.60475197128915,67.39524802871085,2,Current
Etching,50,4.591604088180593e-05,4.692300537664432e-05,400.9439956359307,300,Medium,67.98908253564134,32.010917464358656,2,Current
Deposition,1,1.078798722108736e-05,1.082677496948569e-05,338.9142407694295,200,Low,87.08420053239942,12.915799467600579,3,Advanced
Deposition,2,1.111162683771998e-05,1.105904831230501e-05,87.86298424777198,300,High,66.09670920877987,33.90329079122013,5,Advanced
Deposition,3,1.144497564285158e-05,1.169629252691531e-05,122.73292134257619,300,High,79.15133156560742,20.84866843439258,3,Reduced
Deposition,4,1.178832491213713e-05,1.206309133611027e-05,454.34938483718565,300,High,83.05238780090447,16.94761219909553,1,Reduced
Deposition,5,1.214197465950124e-05,1.21848069608041e-05,322.89307684681546,300,High,43.68478631693595,56.31521368306405,5,Advanced
Deposition,6,1.250623389928628e-05,1.27331870935829e-05,54.13867322748334,200,Low,42.7226903944936,57.2773096055064,1,Current
Deposition,7,1.288142091626487e-05,1.299446778643228e-05,95.66219428971445,300,Medium,66.6588593310595,33.3411406689405,3,Reduced
Deposition,8,1.326786354375282e-05,1.330790605838649e-05,348.5757960986251,300,Medium,54.66170818840229,45.33829181159771,5,Advanced
Deposition,9,1.36658994500654e-05,1.311545024903596e-05,52.277712730798406,300,Medium,80.39167817200322,19.608321827996775,3,Advanced
Deposition,10,1.407587643356736e-05,1.354713746142941e-05,122.3636231378744,300,Low,84.00138740388067,15.99861259611933,5,Reduced
Deposition,11,1.449815272657439e-05,1.418025761244456e-05,296.93020521496373,300,High,51.20528275816309,48.79471724183691,3,Current
Deposition,12,1.493309730837162e-05,1.553500708792048e-05,361.35283896171194,450,Low,44.21223353846892,55.78776646153108,2,Advanced
Deposition,13,1.538109022762276e-05,1.500325627832616e-05,343.3825667761702,300,Low,76.83153091463171,23.168469085368287,3,Current
